2000,2533,2400,2666,2800,2933,3600,3400,3400,3133,3000,2866,5200,5066,4066,3800,3266,3266,3400,3533,4066,4066,4333,4533,4666,5600,5866,7000,8666,10066,14066,534,894,894,1014,1134,894,894,894,894,894,894,1494,1254,894,894,894,894,894,894,894,894,894,894,1014,894,2814,1134,894,1494,6654,6774,imgs/p960984759.jpg,喜剧;动作;动画;冒险;家庭,进口分账,106,2011,9586,赛车总动员2
0,12000,12000,11000,12000,14000,11000,10000,10000,12000,14000,15000,16000,19000,21000,25000,27000,29000,29000,27000,29000,29000,35000,40000,66000,105000,91000,78000,69000,59000,171000,88,176,120,108,104,100,104,100,100,104,112,104,100,236,228,228,292,128,112,108,116,196,120,120,284,112,200,216,124,104,112,imgs/p2225291257.jpg,剧情;冒险,国产,121,2015,19772,狼图腾
9000,13800,13800,13533,13266,12866,12600,12333,10066,11666,12333,11800,12066,12866,13400,14200,14333,14333,15666,15666,15400,15933,16200,16466,15933,15933,15933,16733,18200,21000,33800,488,808,1408,1488,1408,1288,1288,888,688,648,768,768,728,728,688,1048,1088,1328,1208,1448,1448,928,808,1488,1728,1608,1928,2408,1088,928,2488,imgs/p1382128012.jpg,剧情;爱情,国产,128,2012,18069,爱
0,600,600,600,600,1800,1200,1200,1200,1800,1800,2400,2400,1800,1800,3600,2100,2400,4800,5700,2700,3000,3600,3600,6300,14700,12000,7200,10800,21000,61200,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,imgs/p2165380463.jpg,喜剧;动画;奇幻;冒险;家庭,国产,83,2014,3535,喜羊羊与灰太狼之飞马奇遇记
9000,12333,12333,12333,11333,10333,9666,9666,9666,11000,11666,13000,11333,11000,11000,11000,13666,13333,14333,12666,22666,43000,25333,28333,28000,25000,28333,27333,34666,47000,77333,88,168,168,128,100,120,108,124,136,120,104,120,160,144,136,168,152,104,100,120,160,148,120,152,116,100,148,140,276,296,240,imgs/p1096834265.jpg,悬疑;惊悚;恐怖,国产,100,2011,3861,孤岛惊魂
0,2666,2666,2666,2666,2666,2666,2666,2666,4000,2666,2666,2666,2666,2666,2666,5333,17333,19333,32666,37333,46000,47333,46000,56666,54666,45333,39333,39333,50000,102000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,2,3,5,5,2,2,6,4,2,3,0,imgs/p2255028780.jpg,喜剧;动作;动画;奇幻,国产,89,2015,38609,西游记之大圣归来
0,19000,17000,17000,17000,15000,15000,15000,13000,12000,12000,12000,12000,12000,12000,10000,12000,12000,12000,12000,14000,15000,13000,16000,21000,23000,29000,33000,33000,54000,144000,9,57,57,45,57,57,45,45,45,57,57,45,45,45,45,45,45,201,57,45,45,45,57,177,45,57,165,57,45,285,621,imgs/p2159078612.jpg,剧情;科幻;冒险,进口分账,91,2013,32082,地心引力
1000,1666,1666,1666,2000,1666,2333,2333,2333,2333,2333,2000,2000,2000,2000,2333,2666,2333,1666,1666,1666,2000,2333,2666,2666,4500,6500,5500,6000,9833,29500,0,1,1,1,1,3,16,6,6,6,3,2,1,1,1,2,13,8,3,2,1,1,1,7,2,1,1,4,2,7,17,imgs/p2098048916.jpg,剧情;灾难;家庭,进口,113,2013,12183,海啸奇迹
1500,1686,1593,1640,1640,1733,1733,1733,1826,1850,2060,2036,1803,1733,1733,1826,1896,2036,2316,1873,1850,1896,1943,2036,2270,2223,2223,2223,2526,3483,5653,118,958,958,958,958,1238,1798,1798,12718,2358,1238,1238,1238,1518,958,958,958,958,958,958,958,1518,1238,1238,1238,1238,1798,1518,1798,11878,10478,imgs/p2276238889.jpg,喜剧;动画;冒险,进口分账,88,2015,3771,史努比
10000,16000,14000,14000,14000,16000,16000,16000,16000,16000,14000,14000,22000,20000,20000,22000,18000,18000,22000,22000,25000,29000,37000,50000,60000,52000,50000,50000,48000,53000,198000,28,40,40,40,48,44,44,48,40,40,48,44,44,48,48,40,40,44,48,44,44,48,44,52,224,60,116,168,52,40,52,imgs/p1856385532.jpg,喜剧;奇幻;冒险,国产,110,2013,20343,西游降魔篇
10000,23333,36666,23333,23333,23333,23333,23333,16666,16666,16666,36666,123333,96666,113333,86666,86666,86666,80000,86666,73333,73333,80000,80000,113333,126666,130000,120000,120000,170000,673333,88,184,792,248,184,376,216,184,184,184,184,184,184,184,824,696,568,312,184,344,504,440,344,376,184,312,1208,760,536,1080,1688,imgs/p2266145079.jpg,喜剧,国产,114,2015,11599,港囧
0,1066,1066,1066,1066,1066,1066,1066,1600,1600,1066,1066,1066,1600,1600,1600,1066,1066,1600,3200,3733,4533,4000,4000,6133,8266,7733,8266,12266,17333,54400,149,221,221,221,221,221,221,221,317,269,269,269,293,245,245,317,245,245,269,269,221,221,317,293,317,389,293,269,245,413,1373,imgs/p2276208896.jpg,剧情;传记;冒险,进口分账,120,2015,8547,绝命海拔
2000,3600,3900,3900,3700,3700,3500,3500,3600,3500,3300,3200,3200,3400,3300,2900,3000,3000,3800,3900,2500,3200,3200,3200,4100,4500,4900,5100,5500,7600,16900,98,114,114,114,110,110,110,110,114,114,114,110,110,110,110,110,114,114,110,110,110,110,110,114,110,110,110,218,306,122,238,imgs/p2089514860.jpg,喜剧;动画;奇幻,进口特种,105,2013,3413,蓝精灵2
4000,5066,5066,5066,5066,5066,5066,5066,5066,5066,5066,5066,4533,4533,4533,5066,5066,5066,5066,5066,5066,5600,5600,6666,7200,7733,8000,8533,9600,16266,57066,8,100,33,22,19,33,24,30,72,33,19,22,24,22,16,22,24,22,22,92,36,30,50,120,30,22,89,111,92,80,145,imgs/p2165631381.jpg,剧情;动作;惊悚,进口分账,105,2014,3897,一触即发
9000,11000,12333,11666,11666,11666,11000,10333,12333,12333,11666,12333,12333,11666,9666,9666,11000,11000,13000,15666,16666,14666,14666,15333,16666,19333,23000,23000,26333,29333,75000,519,879,1359,879,879,879,879,879,1359,999,879,1959,999,879,879,879,1359,1239,999,879,999,879,879,1479,1479,1479,999,1359,2199,6639,1959,imgs/p1793720172.jpg,喜剧,国产,105,2012,22676,人再囧途之泰囧
0,6000,10000,18000,19000,19000,19000,19000,19000,19000,17000,15000,21000,23000,25000,29000,31000,29000,27000,29000,38000,48000,32000,23000,19000,23000,25000,27000,36000,63000,148000,539,899,899,1019,1259,1259,1259,1019,1259,899,899,1019,1139,899,1019,1019,899,1019,1379,1259,1259,899,899,899,1259,1379,3779,1739,1499,6299,1619,imgs/p2099623528.jpg,动作;犯罪;悬疑;古装,国产,133,2013,6040,狄仁杰之神都龙王
0,800,1200,800,800,800,1200,1200,1200,800,800,1200,1200,1600,1200,1200,1200,1600,1600,1600,1600,2000,1600,2800,3400,3800,3800,4600,5000,10400,39800,8,17,20,17,17,20,20,30,24,17,17,17,17,17,17,24,20,17,20,27,24,24,24,20,17,17,17,30,24,33,155,imgs/p2196783192.jpg,动作;灾难,进口分账,91,2014,2971,不惧风暴
