['will_watch', 'rating_people_num', 'rating_score', 'watched', 'story', 'per_rating_5to1', 'actors', 'img_url', 'short_name', 'tags', 'director', 'authors', 'date', 'img_name', 'total_money', 'types', 'better_than', 'product_type', 'name', 'language', 'country', 'length', 'related_movie']
20531$87819$7.3$99853$从地球诞生之初，一种奇怪的生物便出现在这颗蓝色的星球上。他们不断进化、蜕变，终于成为我们所熟悉的小黄人的模样。小黄人们毕生寻找邪恶的老大，以成为他的部属为荣，但是千百万年来的努力最终化成一场空。经历了一段长久的沉寂，名叫凯文的小黄人决定再度上路，他带着热爱音乐的斯图尔特、成事不足败事有余的鲍勃，漂洋过海来到了1968年的美国。三个小家伙偶然听说奥兰多即将召开“恶人大会”，于是忙不迭地赶了过去，并且阴差阳错成为女魔头斯嘉丽·杀人狂（桑德拉·布洛克 Sandra Bullock 配音）的随从。很快斯嘉丽交给他们一个任务，那就是窃取英国女王的王冠。　　不知轻重的小家伙们笑嘻嘻地出征，等待他们的将是前所未有的大冒险……$17.5,37.9,37.6,6.0,1.0,$桑德拉·布洛克,乔恩·哈姆,迈克尔·基顿,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p2265761240.jpg$小黄人大眼萌$动画,小黄人,美国,喜剧,2015,搞笑,萌,3D,$凯尔·巴尔达 / 皮艾尔·柯芬$布莱恩·林奇,$2015-09-13$p2265761240.jpg$43472$喜剧,动画,$动画片:38,喜剧片:63,$进口分账$小黄人大眼萌$英语,$美国,$91$神偷奶爸2,马达加斯加的企鹅,疯狂外星人,精灵旅社2,小羊肖恩,帕丁顿熊,怪兽大学,里约大冒险2,海绵宝宝,收发室惊魂,$
5089$27981$3.4$31829$有这样一个传说，很久很久以前，雨林在孔雀公主的庇护下，生活着虎人和鹿人两个部落，直到某天黑虎挑起战争。惨烈的搏杀过后，虎人落败，黑虎死亡，但他的仇恨却穿越时空来到了21世纪。新年伊始，脱胎自韩国《Running Man》的大型综艺竞技娱乐节目、并由浙江卫视节目中心和韩国SBS电视台联合制作的《奔跑吧兄弟》创下了超高收视率，此番节目组》向忙着各自事业的团员们发出召集令，熊黛林、王宝强、杨颖、谢依霖、李晨、郑恺、王祖蓝在导游伊一的带领下集结三亚。但是这是一次极为凶险的旅程，跑男团的背叛者隐藏其中，相机而动，时刻准备将所有人的快乐摧毁无形……$2.3,2.9,14.5,22.7,57.6,$杨颖,王宝强,李晨,$http://img4.doubanio.com/view/movie_poster_cover/lpst/public/p2222050389.jpg$奔跑吧！兄弟$烂片,真人秀,垃圾,喜剧,中国,2015,大陆,电影,$胡笳 / 岑俊义$胡笳 , 岑俊义,$2015-01-30$p2222050389.jpg$43423$喜剧,$喜剧片:0,$国产$奔跑吧！兄弟$汉语普通话,$中国大陆,$88$横冲直撞好莱坞,分手大师,整容日记,黄金福将,将错就错,江湖论剑实录,有种你爱我,不二神探,一路惊喜,爸爸的假期,$
32082$206286$7.8$238844$深邃浩瀚的外层空间，蔚蓝的地球与深不见底、漆黑一片的宇宙形成鲜明对比。一台隶属美国的空间站，数名宇航人员正进行太空漫步，对所属卫星做着例行检查。初上太空的瑞安·斯通博士（桑德拉·布洛克 Sandra Bullock 饰）在经验丰富的宇航员麦特·科沃斯基（乔治·克鲁尼 George Clooney 饰）的协助下，有条不紊地检查每一个部件。此次是科沃斯基退休前的最后一次飞行，他幽默风趣地活跃着团队的氛围。就在此时，休士顿总部传来骇人消息，不久前行将废弃俄罗斯卫星被导弹击毁，碎片以超过子弹的速度在地球轨道上散开，并意外击中其他卫星，引起连锁反应制造了新的碎片。　　瑞安一行遭到碎片重创，有的同伴不幸身亡，而她和科沃斯基失去控制坠入宇宙深处。幸存的二人不得不彼此信赖，拼尽全力朝向故土前进……$27.1,42.8,24.5,3.9,1.7,$桑德拉·布洛克,乔治·克鲁尼,艾德·哈里斯,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p2159078612.jpg$地心引力$科幻,美国,星际,3D,2013,灾难,人性,冒险,$阿方索·卡隆$阿方索·卡隆 , 霍纳斯·卡隆,$2013-11-19$p2159078612.jpg$42981$剧情,科幻,冒险,$冒险片:76,科幻片:83,$进口分账$地心引力$英语,格陵兰语,$美国,英国,$91$明日边缘,环太平洋,星际穿越,猩球崛起,源代码,月球,她,黑客帝国,云图,第九区,$
8023$73164$5.3$95345$1911年10月10日，武昌起义掀开了中国历史新的篇章。在此之后，孙中山（马少骅 饰）回国，就任中华民国临时大总统，次年建立中华民国临时政府。然而封建王朝的没落，共和的表象下中华民族的磨难仍在继续。袁世凯（周润发 饰）篡得大总统之位，更与日本秘密签订二十一条，意在复辟帝制。在举国上下的声讨中，复辟闹剧黯然落幕，军阀混战又带来新的战火与伤痛。　　国难当头，爱国志士与热血青年无不痛彻心扉，义愤填膺。有的人一心效法西方先进的理念与制度，有的人尊古复礼、修缮己身。陈独秀（冯远征 饰）、李大钊（张嘉译 饰）、毛泽东（刘烨 饰）等则在十月革命的胜利中看到中华民族新的希望。这部影片讲述的，正是中国共产党诞生前夜的故事……$7.5,16.2,37.1,12.9,26.2,$刘烨,冯远征,张嘉译,$http://img4.douban.com/view/movie_poster_cover/lpst/public/p919784437.jpg$建党伟业$$韩三平 / 黄建新$董哲 , 郭俊立 , 黄欣,$2011-06-15$p919784437.jpg$42297$剧情,历史,$剧情片:2,历史片:3,$国产$建党伟业$汉语普通话,$中国大陆,香港,$125$建国大业,贝奥武夫与怪兽格兰戴尔,孔子,一球成名2：梦想成真,新木马屠城记,游牧战神,功夫梦,辛亥革命,奥德赛：海神的诅咒,飞天,$
10772$109108$6.1$141883$在抗战结束之后，各阶级、各党派、广大人民群众反战情绪高涨。于是，在民主爱国人士张澜等人的斡旋下，毛泽东（唐国强 饰）代表的共产党与蒋介石（张国立 饰）代表的国民党拉开了重庆谈判的序幕。为了表示诚意，共产党主动放弃了部分占领的解放区，然而，国民党却丝毫没有建立民主政府的意思，反而驱赶民主党派，逐渐走向了军政府独裁统治的灭亡之路。　　期间，以毛泽东为首的共产党人通过建立广泛的爱国统一战线，获得了全中国人民群众的支持，为中国人民政治协商会议的召开奠定了扎实的基础，与此同时，垂死挣扎的国民党仍妄图借助阴谋暗杀等卑劣手段阻挠会议召开，一场为建立新中国的决战由此展开……　　本片汇集了史无前例的172位国内明星，开创了新时期主旋律题材的先河。$6.6,22.1,50.7,12.4,8.2,$唐国强,张国立,许晴,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p1039534802.jpg$建国大业$中国,历史,2009,史诗,战争,群戏,剧情,特效,$韩三平 / 黄建新$王兴东 , 陈宝光,$2009-09-16$p1039534802.jpg$41595$剧情,历史,$剧情片:9,历史片:8,$国产$建国大业$汉语普通话,英语,粤语,$中国大陆,香港,$138$贝奥武夫与怪兽格兰戴尔,建党伟业,新木马屠城记,孔子,亚瑟王,游牧战神,奥德赛：海神的诅咒,斯巴达克斯,最后的兵团,征服1453,$
17915$128955$7.7$153614$俄罗斯莫斯科闹市中央，执行押送任务的军方部队遭到一伙训练有素的匪徒袭击，大战过后的现场惨不忍睹，重要的卫星元件遭到劫持。国际刑警霍布斯（道恩·强森 Dwayne Johnson 饰）查明，包括此案在内的一系列案件均系前特种部队军人欧文·肖（卢克·伊万斯 Luke Evans 饰）所为。为了将这群训练有素、老练凶狠的匪徒绳之于法，他辗转找到隐居世外桃源的多米尼克·托雷多（范·迪塞尔 Vin Diesel 饰）助拳。霍布斯开出的条件令人难以拒绝，他不仅可以将托雷多和布莱恩（保罗·沃克 Paul Walker 饰）一伙从前的犯罪记录一笔勾销，此外欧文一伙中竟然还有本该死去的拉蒂（米歇尔·罗德里格兹 Michelle Rodriguez 饰）。　　前所未有的危险战斗，为了安定平凡的生活，这群亡命之徒再上战场……$21.1,47.0,28.3,3.0,0.6,$范·迪塞尔,保罗·沃克,卢克·伊万斯,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p2024579845.jpg$速度与激情6$动作,速度与激情,美国,跑车,犯罪,2013,赛车,速度,$林诣彬$克里斯·摩根,$2013-07-26$p2024579845.jpg$41384$剧情,动作,犯罪,惊悚,$动作片:85,犯罪片:75,$进口分账$速度与激情6$英语,俄语,西班牙语,印度尼西亚语,粤语,$美国,$130$速度与激情5,敢死队2,惊天危机,金蝉脱壳,空中营救,碟中谍5：神秘国度,暴力街区,激战,机械师,飓风营救,$
3683$7892$4.4$8629$1940年，世界反法西斯战场进入最艰难时期。欧洲战场，纳粹军队闪击波兰后，连下荷兰、比利时和卢森堡、挪威。1940年6月14日，号称世界列强之一的法国投降，希特勒在凯旋门前阅兵，叫嚣将实施“海狮行动”，进攻英国。一直支持中国的苏联，为避免两面受敌，只能和日本签署满蒙边界停火协议。而在中国，正面战场上的国民党军队节节败退，为了抵抗日军的进攻，残酷的枣宜会战中，中将张自忠（邓超 饰）以身殉国，江汉平原以至华中大部又落入日本人之手。　　中国陕北延安，在日军轰炸机频繁的轰炸下，毛泽东（唐国强 饰）、朱德（王伍福 饰）等中共领导人为中国的前途命运忧心忡忡。他们决定在这个时候，共产党和所领导的八路军新四军要挺身而出，要打破亡国和投降的论调，要为世界反法西斯战场注入希望，要向侵犯中国的日军打下当头一棒。　　而远在山西敌后的八路军总部，副司令员彭德怀（陶泽如 饰）和副参谋长左权（刘之冰 饰）也在为如何执行中共中央的精神，打破日军的囚笼政策，而周密、细致、紧张地筹划、准备着……$7.8,8.3,22.5,17.1,44.3,$唐国强,王伍福,陶泽如,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p2262646465.jpg$百团大战$战争,烂片,历史,军事,中国电影,国产,大陆,垃圾,$宁海强 / 张玉中$董哲 , 刘英学,$2015-08-28$p2262646465.jpg$41247$历史,战争,$历史片:1,战争片:1,$国产$百团大战$汉语普通话,日语,$中国大陆,$111$澳门风云2,横冲直撞好莱坞,猛龙特囧,江湖论剑实录,少年毛泽东,将错就错,U盘,分手大师,山炮进城,长江7号：超萌特攻队,$
8443$60770$7.3$69976$纽约基斯科山，小青年托比·马歇尔（亚伦·保尔 Aaron Paul 饰）和伙伴们共同经营一家改装车行，他同时也是一名技术精湛的赛车高手。虽然刚刚在一场比赛中赢得奖金，但是车行的经营状况还是到了令人堪忧的底部。恰在此时，拥有专业赛车手资格的土豪迪诺·布鲁斯特（多米尼克·库珀 Dominic Edward Cooper 饰）找上门来。迪诺此前撬走了托比的女友，两人可谓不共戴天。但是迪诺此次给他带来一单不小的改装生意，托比和伙伴们成功打造出一辆时速超过370公里的福特野马，而嫉妒心炽盛的迪诺为了最强赛车手的名号向托比发起挑战。为了丰厚的报酬，托比和好友利托·比特共同参赛。谁知迪诺导致利托死亡，事后还嫁祸托比。　　出狱后，托比借来他的那辆得意之作福特野马，发誓要为利托讨回公道……$17.0,40.4,35.0,6.2,1.4,$亚伦·保尔,达科塔·约翰逊,伊莫琴·普茨,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p2172119522.jpg$极品飞车$赛车,极品飞车,美国,动作,游戏改编,2014,美国电影,冒险,$斯科特·沃$乔治·盖汀斯 , 约翰·盖汀斯,$2014-03-14$p2172119522.jpg$41195$剧情,动作,犯罪,惊悚,$动作片:70,剧情片:40,$进口分账$极品飞车$英语,$美国,菲律宾,爱尔兰,英国,$130$暴力街区,惊天危机,敢死队2,空中营救,金蝉脱壳,赤焰战场2,速度与激情6,背水一战,碟中谍5：神秘国度,飓风营救2,$
6091$53565$5.0$62413$台湾女作家许若卿（林心如 饰）为了与情人赵亦堂（吴镇宇 饰）生活在一起而迁居内地，临走前母亲（金燕玲 饰）给了她祖上留下来的老宅钥匙，于是若卿带着女儿小梦（张煜雯 饰）住进了传说中的凶宅——朝内81号。亦堂的妻子（夏文汐 饰）不肯离婚，加上他常因工作与秘书琉璃（莫小棋 饰）在一起，这让若卿心神不宁。诺大的宅子除了一名老佣人（袁祥仁 饰）便无他人，可是小梦却说自己常与一个红衣小姐姐玩耍，大胆的若卿想要一探究竟，却意外发现了宅子的尘封往事。原来这一切与老宅原来的主人霍家三兄弟息息相关，霍家三少爷霍连奇（杨佑宁 饰）一心想娶青楼头牌陆蝶玉为妻，陆蝶玉却阴差阳错与二少爷（李菁 饰）进行了冥婚，这一场闹剧直接导致了日后霍家的全面衰败……而现实中若卿愈发地感觉到了宅子的超自然力量。　　本片改编自民间传说的四大凶宅之首“朝内81号”的诡异故事。$2.9,8.4,40.0,33.9,14.9,$吴镇宇,林心如,杨祐宁,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p2187047385.jpg$京城81号$惊悚,吴镇宇,恐怖,林心如,悬疑,中国电影,2014,中国,$叶伟民$文隽,$2014-07-18$p2187047385.jpg$41184$剧情,悬疑,恐怖,$悬疑片:8,恐怖片:12,$国产$京城81号$汉语普通话,$中国大陆,$90$笔仙3,咒·丝,双生灵,盂兰神功,冷瞳,三更车库,封门村,夜半梳头,诡替身,张震讲故事之鬼迷心窍,$
6202$49253$4.3$53404$魔在魔界，神在天庭，人在人间。本是神鬼殊途，却为了那一线觊觎模糊三界的界限，引发连绵跌宕的搏杀。盛唐时节，某年的七月十五，恰逢千年不遇的升仙良日，西域重镇扈都之内鬼影幢幢，阴森可怖。当年的落拓书生钟馗（陈坤 饰）得到张道仙（赵文瑄 饰）的救助，从而成为扈都的守护者。他斩妖除魔，深入魔界获得魔灵，从而拉开了与魔界弘大的战争。在此过程中，钟馗意外重逢曾经令他魂牵梦绕的女孩——雪妖（李冰冰 饰）。身份截然对立的二人，却无法阻止爱意的滋生。神魔之战逐渐白热化，　　身陷乱局中央并以捍卫人间为己任的钟馗，最终发现了令他难以置信的阴谋……$1.9,5.4,26.4,36.2,30.1,$陈坤,李冰冰,赵文瑄,$http://img4.douban.com/view/movie_poster_cover/lpst/public/p2224452276.jpg$钟馗伏魔$灵异,奇幻,2015,烂片,古装,动作,爱情,中国大陆,$鲍德熹 / 赵天宇$赵天宇 , 秦溱 , 沈诗棋 , 李洁 , 金镭 , 张唤唤,$2015-02-19$p2224452276.jpg$40879$动作,爱情,奇幻,$动作片:2,奇幻片:3,$国产$钟馗伏魔：雪妖魔灵$汉语普通话,$中国大陆,香港,美国,$118$第七子：降魔之战,西游记之大闹天宫,龙与地下城：秽恶之书,圣杯神器：骸骨之城,龙之心3：巫师的诅咒,古老国度的传说,女巫季节,波西·杰克逊与魔兽之海,白狐,最后的风之子,$
25022$186585$8.1$214614$未来世界陷入外星人入侵的恐慌中，军事演说家凯奇少校（汤姆·克鲁斯 Tom Cruise 饰）畏惧上战场，他从没想过将军（布莱丹·格里森 Brendan Gleeson 饰）会让他去指挥即将开始的“诺曼底战役”，拒绝接受命令之后将军居然恶整了他，那就是把他当做逃兵扔进了军 营中。凯奇被归入了J小队中进行战斗，战役的第一天就惨死在战场，没想到这一死让他拥有了时空循环的能力，而唯一相信他的人就是被称为“全金属战士”的丽塔·沃拉塔斯基（艾米莉·布朗特 Emily Blunt 饰）。二人开始了时空循环作战，在训练凯奇的同时他们发现了控制时间的奥秘，这与外星人“主脑”欧米茄有关，但是唯一能取得胜利的方法就是让凯奇不断死去、不断重启时间。在不断重复登陆那天的战斗的同时，凯奇越来越不想失去丽塔……$27.8,50.3,19.9,1.6,0.3,$汤姆·克鲁斯,艾米莉·布朗特,布莱丹·格里森,$http://img4.doubanio.com/view/movie_poster_cover/lpst/public/p2185073849.jpg$明日边缘$科幻,美国,动作,2014,战争,机甲,小说改编,剧情,$道格·里曼$克里斯托弗·麦奎里 , 杰斯·巴特沃斯 , 约翰-亨利·巴特沃斯 , 樱坂洋,$2014-06-06$p2185073849.jpg$40609$动作,科幻,$动作片:93,科幻片:89,$进口分账$明日边缘$英语,$美国,加拿大,$114$X战警：逆转未来,银河护卫队,猩球崛起2：黎明之战,星际迷航：暗黑无界,前目的地,环太平洋,源代码,地心引力,美国队长2,超凡蜘蛛侠2,$
7975$104525$6.1$120650$本片由5段故事组成。北漂屌丝男陈锋（陈思诚 饰）在好友（郭京飞 饰）的告别单身派对上对白领沈彦（佟丽娅 饰）一见钟情，随后两人开展了热恋，不料不久后两人未婚先孕，二人准备结婚但却遭到了沈彦母亲的反对，此时沈的有钱前男友洪江（耿乐 饰）又再次出现了。与此同时陈锋的老板 吴峥（王学兵 饰）由于出轨被老婆张蕾（余男 饰）发现，愤怒的张蕾深夜画着浓妆走出了家门……张蕾的老板刘辉（梁家辉 饰）与佳玲（刘嘉玲 饰）秘密来到希腊偷情，却不料两人因为意见不合险些吵翻。刘辉的女儿阳阳（欧阳娜娜 饰）发现隔壁班的男生（刘昊然 饰）经常跟自己搭乘同一辆车回家，意外认识后两人无话不谈，微妙的感情在两人心中产生。男孩的姥姥（斯琴高娃 饰）得了绝症，乐观的她决定给老伴（王庆祥 饰）找一个新的伴侣协助他走过余生，一名海归老太太（金燕玲 饰）走进了老两口的生活……$6.3,22.4,47.6,17.5,6.3,$梁家辉,刘嘉玲,王学兵,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p2167457161.jpg$北京爱情故事$爱情,北京爱情故事,陈思诚,2014,中国电影,中国,大陆,佟丽娅,$陈思诚$陈思诚,$2014-02-13$p2167457161.jpg$40582$爱情,$爱情片:18,$国产$北京爱情故事$汉语普通话,英语,$中国大陆,$121$单身男女2,我想和你好好的,被偷走的那五年,分手合约,前任攻略,匆匆那年,撒娇女人最好命,同桌的妳,咱们结婚吧,一生一世,$
11932$88404$5.4$99931$动荡的时代下，武功高强的道士何安下（王宝强 饰）被师父（李雪健 饰）送下山自谋生路。不谙世事的他来到大千世界，因抢了荷叶鸡而拜入医生崔道宁（范伟 饰）的门下。老板娘玉珍（林志玲 饰）如花似玉，同时周旋在丈夫和叔叔道融（吴建豪 饰）之间，由此酿成一场悲剧。此后何安下独自经营药房，却无意中卷入江湖恩怨之中。他被隐姓埋名的扫地道士周西宁（郭富城 饰）高强的武功所折服，自愿拜其为师。与此同时，周的师弟彭乾吾（元华 饰）杀气腾腾找上门来。而曾与周一同练功的查老板（张震 饰）更将风波推向了高潮。上山，下山，何安下在短短的时间内悟出了许多真理……　　本片根据徐皓峰的原作改编。$5.7,15.4,38.1,26.8,14.1,$王宝强,郭富城,张震,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p2251450614.jpg$道士下山$武侠,动作,2015,中国大陆,烂片,奇幻,喜剧,剧情,$陈凯歌$陈凯歌 , 张挺 , 徐皓峰,$2015-07-02$p2251450614.jpg$40041$喜剧,动作,奇幻,冒险,武侠,古装,$动作片:10,武侠片:9,$国产$道士下山$汉语普通话,$中国大陆,美国,$123$澳门风云2,横冲直撞好莱坞,黄飞鸿之英雄有梦,天将雄师,太极侠,一个人的武林,贵族大盗,警察故事2013,钟馗伏魔：雪妖魔灵,痞子英雄2：黎明升起,$
19771$111460$7.9$128161$年轻英勇的维京勇士小嗝嗝 （杰伊·巴鲁切尔 Jay Baruchel 配音）驯服受伤的龙，更与它成为好友。经过五年时间，博克岛居民的生活彻底渗入龙的气息。博克岛现已是个维京人与龙和平共存的天堂。　　然而，成长却意味着责任。为了寻找答案，小嗝嗝与忠诚的没牙仔开始了他们的冒险旅程，但结果却超乎预料。一方面，小嗝嗝发现神秘的驯龙骑士，正是失踪多年的亲母沃尔卡（凯特·布兰切特 Cate Blanchett 配音）；另一方面，嗜权的德雷格（杰曼·翰苏 Djimon Hounsou 配音）与龙猎人埃雷特（基特·哈灵顿 Kit Harington 配音）结盟，威胁到博克岛上人与龙的和平。　　为了保护深受大家喜爱的龙，阿丝翠德（亚美莉卡·费雷拉 America Ferrera 配音）、高博（克雷格·费格森 Craig Ferguson 配音），维京伙伴们：鼻涕虫（乔纳·希尔 Jonah Hill 配音）、鱼脚司（克里斯托夫·梅兹-普莱瑟 Christopher Mintz-Plasse 配音）及双胞胎拉芙纳特（克里斯汀·韦格 Kristen Wiig 配音）、特夫纳特（托德·约瑟夫·米勒 T.J. Miller 配音）都出手相助，加上小嗝嗝、身为部族的首领的父亲斯多戈（杰拉德·巴特勒 Gerard Butler 配音）及母亲连手合作。在这期间，小嗝嗝一直追寻的答案就在不知不觉以意想不到的方式出现了……$25.8,46.6,25.0,2.1,0.4,$杰伊·巴鲁切尔,凯特·布兰切特,杰拉德·巴特勒,$http://img4.douban.com/view/movie_poster_cover/lpst/public/p2192713707.jpg$驯龙高手2$动画,梦工厂,美国,2014,冒险,奇幻,3D,喜剧,$迪恩·德布洛斯$迪恩·德布洛斯 , 葛蕾熙达·柯维尔,$2014-08-14$p2192713707.jpg$39747$喜剧,动画,冒险,$冒险片:79,动画片:63,$进口分账$驯龙高手2$英语,$美国,$102$驯龙高手,里约大冒险2,精灵旅社,守护者联盟,马达加斯加的企鹅,海洋之歌,神偷奶爸,超能陆战队,天才眼镜狗,驯龙记：伯克岛的龙骑手,$
40546$293089$8.8$351178$原始人咕噜一家六口在老爸Grug（尼古拉斯·凯奇 Nicolas Cage 配音）的庇护下生活。每天抢夺鸵鸟蛋为食，躲避野兽的追击，每晚听老爸叙述同一个故事，在山洞里过着一成不变的生活。大女儿Eep（艾玛·斯通 Emma Stone 配音）是一个和老爸性格截然相反的充满好奇心的女孩，她不满足一辈子留在这个小山洞里，一心想要追逐山洞外面的新奇世界。　　没想到世界末日突然降临，山洞被毁，一家人被迫离开家园，展开一场全新的旅程。离开了居住了“一辈子”的山洞，展现在他们眼前的是一个崭新绚丽却又充满危险的新世界，到处都是食人的花草和叫不出名字的奇异鸟兽，一家人遇到了全所未有的危机。在旅途中，他们还遇到了游牧部落族人Guy（瑞恩·雷诺兹 Ryan Reynolds 配音），他有着超凡的创造力和革新思想，帮助咕噜一家躲过了重重困难，途中他还发明了很多“高科技”产品，并让他们知道了原来生活需要“用脑子”，走路需要“鞋子”等等。一行人在影片中展开了一场闹腾而又惊险的旅程。$52.6,36.3,10.3,0.7,0.2,$尼古拉斯·凯奇,瑞恩·雷诺兹,艾玛·斯通,$http://img4.douban.com/view/movie_poster_cover/lpst/public/p1867084027.jpg$疯狂原始人$动画,梦工厂,美国,喜剧,温情,搞笑,冒险,3D,$柯克·德·米科 / 克里斯·桑德斯$克里斯·桑德斯 , 柯克·德·米科,$2013-04-20$p1867084027.jpg$39489$喜剧,动画,冒险,$动画片:94,喜剧片:98,$进口分账$疯狂原始人$英语,$美国,$98$神偷奶爸,无敌破坏王,冰川时代4,怪兽大学,里约大冒险,超能陆战队,人再囧途之泰囧,功夫熊猫2,驯龙高手,马达加斯加3,$
13088$102287$6.8$118829$遥远的宇宙深处，随着氪星的毁灭，超人的传奇故事拉开序幕。氪星人乔·艾尔（罗素·克劳 Russell Crowe 饰）抵死反抗佐德将军（迈克尔·珊农 Michael Shannon 饰）的邪恶计划，冒险将刚出生不久的儿子卡尔·艾尔被送到银河系另一边的地球。卡尔降落在美国堪萨斯一座小镇，他幸运地成为乔纳森·肯特（凯文·科斯特纳 Kevin Costner 饰）和玛莎（黛安·莲恩 Diane Lane 饰）的养子，并且得名克拉克。克拉克从小显露出与众不同的能力与特征，但这些带给他惊讶的同时还有数不清的烦恼。通过养父的引导，克拉克（亨利·卡维尔 Henry Cavill 饰）慢慢弄清自己的身世以及所肩负的使命。终于有一天，遥远的故乡“同胞”莅临。　　站在故乡与地球、邪恶与正义的两端，超人即将面临重大的抉择……$11.1,32.9,44.5,9.4,2.1,$亨利·卡维尔,艾米·亚当斯,迈克尔·珊农,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p1968975252.jpg$超人$科幻,超人,美国,超级英雄,2013,动作,漫画改编,DC,$扎克·施奈德$大卫·S·高耶 , 克里斯托弗·诺兰 , 乔·舒斯特 , 杰里·西格尔,$2013-06-20$p1968975252.jpg$39464$动作,科幻,冒险,$动作片:53,科幻片:51,$进口分账$超人：钢铁之躯$英语,$美国,加拿大,英国,$143$遗落战境,全面回忆,星际迷航：暗黑无界,安德的游戏,环太平洋,普罗米修斯,环形使者,哥斯拉,超能查派,超凡蜘蛛侠2,$
24379$211995$8.6$273668$当又一次和伏地魔（拉尔夫·费因斯 Ralph Fiennes 饰）的意识连通，哈利·波特（丹尼尔·雷德克里夫 Daniel Radcliffe 饰）断定最后一件魂器藏在霍格沃茨，于是和罗恩（鲁伯特·格林特 Rupert Grint 饰）、赫敏（艾玛·沃森 Emma Watson 饰）一同返回阴云密布的学校。在好友们的帮助下，他们成功驱逐了斯内普（艾伦·瑞克曼 Alan Rickman 饰），然而觉察到哈利目的的伏地魔则率领徒众向霍格沃茨逼近。食死徒、摄魂怪、巨人疯狂涌入这所有着悠久历史的魔法学校，正邪决战旋即爆发，一时间血雨腥风，死伤无数。从斯内普的眼泪中，哈利不仅了解到父辈的故事，也证实了藏缅于他体内最后的秘密。在此之后，他也和伏地魔迎来了最后的对决……　　本片根据英国作家J.K.罗琳的同名原著改编，也是“哈利·波特”系列影片的完结篇。$48.9,35.5,14.0,1.1,0.4,$丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,$http://img3.douban.com/view/movie_poster_cover/lpst/public/p917846733.jpg$哈利·波特与死亡圣器(下)$灵异,英国,成长,美国,2011,青春,奇幻,3D,$大卫·叶茨$斯蒂芬·科洛弗,$2011-08-04$p917846733.jpg$39344$剧情,悬疑,奇幻,冒险,$剧情片:92,奇幻片:94,$进口分账$哈利·波特与死亡圣器(下)$英语,$美国,英国,$130$哈利·波特与混血王子,指环王1：魔戒再现,怦然心动,霍比特人1：意外之旅,那些年，我们一起追的女孩,初恋这件小事,加勒比海盗,权力的游戏,放牛班的春天,查理和巧克力工厂,$
3971$52400$3.8$58645$川陕总督卓仲廉的孙子卓一航（黄晓明 饰）刚刚成为武当派的新掌门人，藉此良机，他奉紫阳道长之命前往京城进奉红丸。谁知巨阉魏忠贤（倪大红 饰）从中作梗，用假红丸毒死登基不久的明光宗，之后把持朝政，派出锦衣卫追杀卓一航。与此同时，川陕副将金独异（赵文卓 饰）图谋害死卓仲廉，栽赃救助灾民的魔教女子玉罗刹（范冰冰 饰）。混战中有过一面之缘的玉罗刹和卓一凡再度相逢，并坠入爱河。然而好景不长，锦衣卫的魔爪分别伸向玉罗刹所在的明月寨以及武当山，有情之人被迫分离。为免除武当覆灭之难，卓一航只得忍辱负重归顺阉党。得知卓一航娶妻消息，玉罗刹一夜白头。　　乱世之秋，男女传奇千古流传……$1.9,3.0,19.3,36.1,39.8,$范冰冰,黄晓明,赵文卓,$http://img4.douban.com/view/movie_poster_cover/lpst/public/p2190764206.jpg$白发魔女传之明月天国$武侠,烂片,爱情,2014,古装,动作,中国大陆,奇幻,$张之亮$康桥 , 王冰 , 郭俊立 , 史赫然 , 朱雅欐,$2014-07-31$p2190764206.jpg$38971$动作,爱情,奇幻,武侠,古装,$武侠片:2,爱情片:1,$国产$白发魔女传之明月天国$汉语普通话,粤语,$中国大陆,香港,$103$一场风花雪月的事,一生一世,钟馗伏魔：雪妖魔灵,对不起，我爱你,何以笙箫默,有种你爱我,0.5的爱情,露水红颜,江南爱情故事,求爱嫁期,$
