1366,1366,1163,1508,1531,1650,1703,1658,1790,1833,1898,2517,2441,3025,4995,11027,9163,20503,75969,109770,97368,65379,61737,58996,57334,66103,86179,77948,54564,46980,42376,极盗者
11766,11405,10576,9493,8940,9877,11409,10240,10335,11182,10790,10909,11020,12676,9449,9842,9301,11036,13853,15698,15096,15031,14236,17785,19724,30329,37572,31797,35182,51830,144672,火星救援
1409,1139,1065,1136,1108,1022,1046,982,1323,1180,1171,1734,2480,1737,1682,1651,1690,1747,1752,1655,1814,2079,2107,2092,2968,3079,6300,6114,4089,5322,18210,师父
1467,1528,1559,1416,1487,1747,1655,1798,1669,1814,1768,1679,2421,1820,2487,1811,1769,1831,1834,2277,1933,1860,1888,1827,1909,2693,3799,3904,4914,6730,11467,不可思异
8042,8849,11041,11149,12683,11599,8565,7996,7479,7560,9046,11485,10738,8641,9119,11210,13962,14060,15083,13239,13566,11897,10469,19556,24829,30672,28247,25016,28580,44284,168156,我的少女时代
